corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents,token_overlap,row_num,cause,effect,source,support,evidence,cause_wi,effect_wi
MIR,143,3,0,MIR_143_3_0,"From fashion to food processing to pharmaceuticals, companies have embraced Just In Time to stay nimble, allowing them to adapt to changing market demands, while cutting costs.","<ARG0>From fashion to food processing to pharmaceuticals, companies have embraced Just In Time to stay nimble</ARG0>, <ARG1>allowing them to adapt to changing market demands, while cutting costs</ARG1>.",1,1,,1,1,1,1301>>market_foundation_leadership_position_strengthen,1214>>adapt_transformation_industry_changes_transform,f-143,1,"to stay ni mble , allowing them to adapt to changing market demands --> from fashion to food processing to pharmaceutical s , companies have embraced just in time;to stay ni mble , allowing them to adapt to changing market demands --> From fashion to food processing to pharmaceutical s , companies have embraced Just In Time; ['unicausalm']; From fashion to food processing to pharmaceuticals, companies have embraced Just In Time to stay nimble, allowing them to adapt to changing market demands, while cutting costs.",38>>produce_vs_stimulate_attract_demand,"40>>from fashion to food processing to pharmaceutical s , companies have embraced just in time"
MIR,143,3,1,MIR_143_3_1,"From fashion to food processing to pharmaceuticals, companies have embraced Just In Time to stay nimble, allowing them to adapt to changing market demands, while cutting costs.","<ARG1>From fashion to food processing to pharmaceuticals, companies have embraced Just In Time </ARG1><ARG0>to stay nimble, allowing them to adapt to changing market demands</ARG0>, while cutting costs.",1,1,,1,0,,,,,,,,
MIR,143,4,0,MIR_143_4_0,"But the tumultuous events of the past year have challenged the merits of paring inventories, while reinvigorating concerns that some industries have gone too far, leaving them vulnerable to disruption.","But the tumultuous events of the past year have challenged the merits of paring inventories<ARG0>, while reinvigorating concerns that some industries have gone too far</ARG0><ARG1>, leaving them vulnerable to disruption.</ARG1>",1,1,,1,1,2,1908>>problematic_companies_business_anxiety_thin,652>>prevents_prevent_closure_leaving_thus,f-143,1,", while re in vi gor ating concerns that some industries have gone too far --> , leaving them vulnerable to disruption .;, while re in vi gor ating concerns that some industries have gone too far --> , leaving them vulnerable to disruption .; ['unicausal']; But the tumultuous events of the past year have challenged the merits of paring inventories, while reinvigorating concerns that some industries have gone too far, leaving them vulnerable to disruption.","31>>, while re in vi gor ating concerns that some industries have gone too far","43>>, leaving them vulnerable to disruption ."
MIR,143,5,0,MIR_143_5_0,"As the pandemic has hampered factory operations and sown chaos in global shipping, many economies around the world have been bedeviled by shortages of a vast range of goods — from electronics to lumber to clothing","<ARG0>As the pandemic has hampered factory operations and sown chaos in global shipping</ARG0>, <ARG1>many economies around the world have been bedeviled by shortages of a vast range of goods — from electronics to lumber to clothing</ARG1>",1,1,,1,0,,,,,,,,
MIR,328,0,0,MIR_328_0_0,"Russian vehicle sales plunged by 63 percent in March as sanctions imposed over the invasion of Ukraine battered the ruble and many global auto companies joined a boycott of the country, leaving buyers confronting sparse showrooms.","Russian vehicle sales plunged by 63 percent in March as <ARG0>sanctions imposed over the invasion of Ukraine battered the ruble and many global auto companies joined a boycott of the country</ARG0>, <ARG1>leaving buyers confronting sparse showrooms</ARG1>.",1,1,,1,1,6,678>>sanctions_invasion_imposed_calls_barrage,992>>unless_rooms_show_planned_local,f-328,1,"as sanctions imposed over the invasion of ukraine battered the rub le and many global auto companies joined a boycott of the country --> , leaving buyers confront ing sparse show rooms .;as sanctions imposed over the invasion of Ukraine battered the rub le and many global auto companies joined a boycott of the country --> , leaving buyers confront ing sparse show rooms .; ['unicausal']; Russian vehicle sales plunged by 63 percent in March as sanctions imposed over the invasion of Ukraine battered the ruble and many global auto companies joined a boycott of the country, leaving buyers confronting sparse showrooms.",41>>as sanctions imposed over the invasion of [] battered the rub le and many global auto companies joined a boycott of the country,"6>>, leaving buyers confront ing sparse show rooms ."
MIR,328,0,1,MIR_328_0_1,"Russian vehicle sales plunged by 63 percent in March as sanctions imposed over the invasion of Ukraine battered the ruble and many global auto companies joined a boycott of the country, leaving buyers confronting sparse showrooms.","<ARG1>Russian vehicle sales plunged by 63 percent in March</ARG1> as <ARG0>sanctions imposed over the invasion of Ukraine battered the ruble and many global auto companies joined a boycott of the country, leaving buyers confronting sparse showrooms</ARG0>.",1,1,,1,0,,,,,,,,
MIR,387,2,0,MIR_387_2_0,"Wednesday’s vote will determine how fast companies will have to transition production and when they will have to stop selling combustion engine vehicles.","<ARG0>Wednesday’s vote will determine</ARG0> <ARG1>how fast companies will have to transition production and when they will have to stop selling combustion engine vehicles</ARG1>.",1,1,,1,0,,,,,,,,
MIR,387,5,0,MIR_387_5_0,"A narrow majorityHowever, it may be difficult for the ENVI committee to adopt the ambitious 70% proposal.","<ARG0>A narrow majority</ARG0>However, <ARG1>it may be difficult for the ENVI committee to adopt the ambitious 70% proposal.</ARG1>",1,1,,1,1,10,993>>population_scattered_narrow_contains_mere,2727>>assured_eti_tive_action_ness,f-387,1,"a narrow majority --> it may be difficult for the e n vi committee to adopt the ambitious 70 % proposal .;A narrow majority --> it may be difficult for the E N VI committee to adopt the ambitious 70 % proposal .; ['unicausal']; A narrow majorityHowever, it may be difficult for the ENVI committee to adopt the ambitious 70% proposal.",25>>a narrow majority,39>>it may be difficult for the e n vi committee to adopt the ambitious [] proposal .
MIR,455,3,0,MIR_455_3_0,"SZ) on Thursday announced it would set up a facility in Thailand to start producing 150,000 passenger cars per year from 2024.","SZ) on Thursday announced <ARG1>it would set up a facility in Thailand </ARG1><ARG0>to start producing 150,000 passenger cars per year from 2024.</ARG0>",1,1,,1,1,11,1304>>000_1500_120_build_,548>>facility_production_set_build_center,f-455,1,"to start producing 150 , 000 passenger cars per year from 202 4 . --> it would set up a facility in thailand;to start producing 150 , 000 passenger cars per year from 202 4 . --> it would set up a facility in Thailand; ['unicausal']; SZ) on Thursday announced it would set up a facility in Thailand to start producing 150,000 passenger cars per year from 2024.",2>>or_cars__producing_passenger,34>>it would set up a facility in []
MIR,455,6,0,MIR_455_6_0,The 17.9 billion baht ($491.49 million) project to produce EVs was approved by Thailand's Board of Investment last month.,<ARG1>The 17.9 billion baht ($491.49 million) project </ARG1><ARG0>to produce EVs </ARG0>was approved by Thailand's Board of Investment last month.,1,1,,1,1,12,1792>>vs_make_produce_roll_making,324>>project_resulted_projects_proponent_charge,f-455,1,to produce e vs --> the 17 . 9 billion b ah t ( $ 49 1 . 49 million ) project;to produce E Vs --> The 17 . 9 billion b ah t ( $ 49 1 . 49 million ) project; ['unicausal+']; The 17.9 billion baht ($491.49 million) project to produce EVs was approved by Thailand's Board of Investment last month.,38>>produce_vs_stimulate_attract_demand,52>>the [] ( $ 49 1 . 49 million ) project
MIR,455,12,0,MIR_455_12_0,T) and has recently offered incentives including tax breaks and subsidies to attract EV makers and stimulate demand.,T) <ARG1>and has recently offered incentives including tax breaks and subsidies </ARG1><ARG0>to attract EV makers and stimulate demand.</ARG0>,1,1,,1,1,13,60>>push_spur_served_expand_wider,2954>>tax_subsidies_incentives_breaks_exemption,f-455,1,to attract e v makers and stimulate demand . --> and has recently offered incentives including tax breaks and subsidies;to attract E V makers and stimulate demand . --> and has recently offered incentives including tax breaks and subsidies; ['unicausal']; T) and has recently offered incentives including tax breaks and subsidies to attract EV makers and stimulate demand.,38>>produce_vs_stimulate_attract_demand,50>>and has recently offered incentives including tax breaks and subsidies
MIR,455,13,0,MIR_455_13_0,"Investment interest in Thailand from Chinese auto and consumer goods companies has increased due rising costs and travel restrictions back home, WHA Group Vice Chairman David Nardone told Reuters.","<ARG1>Investment interest in Thailand from Chinese auto and consumer goods companies has increased</ARG1> due <ARG0>rising costs and travel restrictions back home</ARG0>, WHA Group Vice Chairman David Nardone told Reuters.",1,1,,1,1,14,2086>>travellers_difficult_times_domestic_travel,2671>>chinese_grabbed_slice_makers_tires,f-455,1,"rising costs and travel restrictions back home --> investment interest in thailand from chinese auto and consumer goods companies has increased;rising costs and travel restrictions back home --> Investment interest in Thailand from Chinese auto and consumer goods companies has increased; ['unicausal+']; Investment interest in Thailand from Chinese auto and consumer goods companies has increased due rising costs and travel restrictions back home, WHA Group Vice Chairman David Nardone told Reuters.",48>>rising costs and travel restrictions back home,14>>automotive_among_major_industry_shift
MIR,553,0,0,MIR_553_0_0,"Union minister Nitin Gadkari on Tuesday in New Delhi said that efforts are being made to improve road engineering, automobile manufacturing, and emergency services, and the cooperation of all stakeholders is necessary to improve road safety.","<ARG1>Union minister Nitin Gadkari on Tuesday in New Delhi said that efforts are being made to improve road engineering, automobile manufacturing, and emergency services, and the cooperation of all stakeholders is necessary</ARG1> <ARG0>to improve road safety.</ARG0>",1,1,,1,0,,,,,,,,
MIR,553,1,0,MIR_553_1_0,"The government is also planning to conduct a road safety audit to improve the quality of roads and reduce accidents, the minister of road transport and highways said.","<ARG1>The government is also planning to conduct a road safety audit</ARG1> <ARG0>to improve the quality of roads and reduce accidents</ARG0>, the minister of road transport and highways said.",1,1,,1,1,21,2668>>accidents_road_assists_prevent_lane,771>>road_roads_monitor_traffic_pedestrian,f-553,1,"to improve the quality of roads and reduce accidents --> to conduct a road safety audit;to improve the quality of roads and reduce accidents --> to conduct a road safety audit; ['unicausal+']; The government is also planning to conduct a road safety audit to improve the quality of roads and reduce accidents, the minister of road transport and highways said.",7>>safety_improve_road_audit_conduct,7>>safety_improve_road_audit_conduct
MIR,553,3,0,MIR_553_3_0,"On road safety, he said, the education and cooperation of people are very important and various initiatives through campaigns and advertisements are being taken to improve the safety of people on the road.","On road safety, he said, <ARG1>the education and cooperation of people are very important and various initiatives through campaigns and advertisements are being taken</ARG1> <ARG0>to improve the safety of people on the road</ARG0>.
",1,1,,1,0,,,,,,,,
MIR,553,10,0,MIR_553_10_0,"""That day is not far when the cars will run 100 per cent on ethanol instead of petrol,"" the minister said, adding that as a result pollution will be reduced, import bill will come down, and ultimately the farmers will be benefitted.","<ARG0>""That day is not far when the cars will run 100 per cent on ethanol instead of petrol</ARG0>,"" the minister said, adding that <ARG1>as a result pollution will be reduced, import bill will come down, and ultimately the farmers will be benefitted</ARG1>.",1,1,,1,1,23,141>>fuel_efficiency_difference_huge_ience,1138>>carbon_emissions_reduce_cut_execute,f-553,1,""" that day is not far when the cars will run 100 per cent on ethanol instead of petrol --> pollution will be reduced , import bill will come down , and ultimately the farmers will be benefit ted .;"" That day is not far when the cars will run 100 per cent on ethanol instead of petrol --> pollution will be reduced , import bill will come down , and ultimately the farmers will be benefit ted .; ['unicausalm']; ""That day is not far when the cars will run 100 per cent on ethanol instead of petrol,"" the minister said, adding that as a result pollution will be reduced, import bill will come down, and ultimately the farmers will be benefitted.",23>>instead_not_100_ethanol_day,5>>will_be_benefit_bill_come
MIR,553,11,0,MIR_553_11_0,"Mistry, 54, was killed in a car crash in Maharashtra's Palghar district near Mumbai on September 4 when his luxury car hit a road divider.","<ARG1>Mistry, 54, was killed in a car crash in Maharashtra's Palghar district near Mumbai on September 4</ARG1> when <ARG0>his luxury car hit a road divider</ARG0>.",1,1,,1,1,26,1619>>ches_consumed_car_vehicle_driver,544>>himself_killed_fire_burst_flames,f-553,1,"his luxury car hit a road divide r . --> mi st ry , 54 , was killed in a car crash in maharashtra ' s pa l gh ar district near mumbai;his luxury car hit a road divide r . --> Mi st ry , 54 , was killed in a car crash in Maharashtra ' s Pa l gh ar district near Mumbai; ['unicausal']; Mistry, 54, was killed in a car crash in Maharashtra's Palghar district near Mumbai on September 4 when his luxury car hit a road divider.",22>>his_divide_hit_af_ford,"35>>[] , 54 , was killed in a car crash in [] ' s [] l gh ar district near []"
MIR,654,1,0,MIR_654_1_0,"To advance its electrified model range, the automaker has signed a new agreement with Punch Powertrain to increase the production of the future-generation electrified dual-clutch transmissions (eDCT) (pictured, below) for Stellantis hybrid and PHEVs .","<ARG1>To advance its electrified model range, the automaker has signed a new agreement with Punch Powertrain</ARG1> <ARG0>to increase the production of the future-generation electrified dual-clutch transmissions (eDCT) (pictured, below) for Stellantis hybrid and PHEVs</ARG0> .",1,1,,1,0,,,,,,,,
MIR,654,1,1,MIR_654_1_1,"To advance its electrified model range, the automaker has signed a new agreement with Punch Powertrain to increase the production of the future-generation electrified dual-clutch transmissions (eDCT) (pictured, below) for Stellantis hybrid and PHEVs .","<ARG0>To advance its electrified model range</ARG0>, <ARG1>the automaker has signed a new agreement with Punch Powertrain</ARG1> to increase the production of the future-generation electrified dual-clutch transmissions (eDCT) (pictured, below) for Stellantis hybrid and PHEVs .",1,1,,1,1,29,1635>>electrified_advance_having_reach_position,1900>>electric_encouraging_auto_vehicles_ramp,f-654,1,"to advance its electrified model range --> , the auto maker has signed a new agreement with punch power tra in to increase the production of the future - generation electrified dual - clutch transmissions ( e dc t ) ( pictured , below ) for stella nti;To advance its electrified model range --> , the auto maker has signed a new agreement with Punch Power tra in to increase the production of the future - generation electrified dual - clutch transmissions ( e DC T ) ( pictured , below ) for Stella nti; ['unicausalm']; To advance its electrified model range, the automaker has signed a new agreement with Punch Powertrain to increase the production of the future-generation electrified dual-clutch transmissions (eDCT) (pictured, below) for Stellantis hybrid and PHEVs .",11>>model_range_advance_electrified_its,24>>electric_battery_swap_agreement_below
MIR,801,0,0,MIR_801_0_0,"Prosecutors in Germany, Hungary, and Italy raided the offices of Suzuki this week over allegations that the automaker has been using a defeat device to fraudulently pass the jurisdiction’s emissions tests.","<ARG1>Prosecutors in Germany, Hungary, and Italy raided the offices of Suzuki this week </ARG1>over allegations <ARG0>that the automaker has been using a defeat device to fraudulently pass the jurisdiction’s emissions tests.</ARG0>",1,1,,1,1,36,2730>>cheating_fraud_emissions_probe_emission,1692>>japanese_embarrassing_companies_sued_company,f-801,1,"that the auto maker has been using a defeat device to fraud ulent ly pass the jurisdiction ��� s emissions tests . --> pro secutor s in germany , hungary , and italy raided the offices of suzuki this week;that the auto maker has been using a defeat device to fraud ulent ly pass the jurisdiction ��� s emissions tests . --> Pro secutor s in Germany , Hungary , and Italy raided the offices of Suzuki this week; ['unicausal']; Prosecutors in Germany, Hungary, and Italy raided the offices of Suzuki this week over allegations that the automaker has been using a defeat device to fraudulently pass the jurisdiction���s emissions tests.",1>>emissions_devices_engines_worrying_were,27>>suzuki_week_offices_raided_secutor
MIR,801,5,0,MIR_801_5_0,"Read Also: Jeep And Suzuki Caught Cheating EU’s Emission Rules With Grand Cherokee, Vitara, S-CrossThe searches were conducted in order to “counter the use of faulty emission devices in engines, used in cars of a Japanese producer,” Eurojust said.","Read Also: <ARG1>Jeep And Suzuki Caught Cheating EU’s Emission Rules With Grand Cherokee, Vitara, S-CrossThe searches were conducted</ARG1> in order <ARG0>to “counter the use of faulty emission devices in engines, used in cars of a Japanese producer</ARG0>,” Eurojust said.",1,1,,1,1,37,2418>>engines_exhaust_suzuki_fault_devices,2516>>jeep_inspired_grand_models_trying,f-801,1,"to ��� counter the use of fault y emission devices in engines , used in cars of a japanese producer --> : jeep and suzuki c augh t ch eat ing eu ��� s em iss ion rules with grand cherokee , vita ra , s - cross t he searches were conducted;to ��� counter the use of fault y emission devices in engines , used in cars of a Japanese producer --> : Jeep And Suzuki C augh t Ch eat ing EU ��� s Em iss ion Rules With Grand Cherokee , Vita ra , S - Cross T he searches were conducted; ['unicausal+']; Read Also: Jeep And Suzuki Caught Cheating EU���s Emission Rules With Grand Cherokee, Vitara, S-CrossThe searches were conducted in order to ���counter the use of faulty emission devices in engines, used in cars of a Japanese producer,��� Eurojust said.",1>>emissions_devices_engines_worrying_were,27>>suzuki_week_offices_raided_secutor
MIR,801,6,0,MIR_801_6_0,"“The devices were allegedly fitted in the Italian-built diesel engines of large numbers of cars, giving the impression that the vehicles’ nitrogen oxide emissions were in line with EU regulations.”The engines were reportedly put in vehicles at Suzuki’s production plant in Hungary that builds the SX4 S-Cross and the Vitara, which have been in production since 2013 and 2015, respectively.","“<ARG0>The devices were allegedly fitted in the Italian-built diesel engines of large numbers of cars</ARG0>, <ARG1>giving the impression that the vehicles’ nitrogen oxide emissions were in line with EU regulations</ARG1>.”The engines were reportedly put in vehicles at Suzuki’s production plant in Hungary that builds the SX4 S-Cross and the Vitara, which have been in production since 2013 and 2015, respectively.",1,1,,1,1,38,1217>>diesel_engines_ntin_ue_disco,468>>emission_standards_rules_safety_highway,f-801,1,"the devices were allegedly fitted in the italian - built diesel engines of large numbers of cars --> giving the impression that the vehicles ��� nitrogen oxide emissions were in line with eu regulations .;The devices were allegedly fitted in the Italian - built diesel engines of large numbers of cars --> giving the impression that the vehicles ��� nitrogen oxide emissions were in line with EU regulations .; ['unicausal+']; ���The devices were allegedly fitted in the Italian-built diesel engines of large numbers of cars, giving the impression that the vehicles��� nitrogen oxide emissions were in line with EU regulations.",1>>emissions_devices_engines_worrying_were,1>>emissions_devices_engines_worrying_were
MIR,937,0,0,MIR_937_0_0,"PARIS, Sept 28 (Reuters) - Two leading trade unions at Stellantis (STLA.MI) on Tuesday criticised the way the carmaker is implementing a furlough scheme aimed at mitigating the impact of a fall in output brought on by a global chip shortage.","PARIS, Sept 28 (Reuters) - Two leading trade unions at Stellantis (STLA.MI) on Tuesday criticised the way the <ARG1>carmaker is implementing a furlough scheme</ARG1> <ARG0>aimed at mitigating the impact of a fall in output brought on by a global chip shortage</ARG0>.
",1,1,,1,0,,,,,,,,
MIR,937,1,0,MIR_937_1_0,MI) on Tuesday criticised the way the carmaker is implementing a furlough scheme aimed at mitigating the impact of a fall in output brought on by a global chip shortage.,MI) on Tuesday criticised the way the carmaker is implementing a furlough scheme aimed at mitigating the <ARG1>impact of a fall in output </ARG1>brought <ARG0>on by a global chip shortage</ARG0>.,1,1,,1,1,42,1212>>chip_shortage_global_problem_highlighted,2460>>losses_production_fell_negatively_industrial,f-937,1,on by a global chip shortage --> impact of a fall in output;on by a global chip shortage --> impact of a fall in output; ['causenet']; MI) on Tuesday criticised the way the carmaker is implementing a furlough scheme aimed at mitigating the impact of a fall in output brought on by a global chip shortage.,10>>chip_shortage_global_on_by,58>>impact of a fall in output
MIR,937,2,0,MIR_937_2_0,"The French furlough deal, agreed by four unions at Stellantis, enables the company to reduce the number of hours worked by staff affected by the chip shortage."," <ARG0>The French furlough deal, </ARG0>agreed by four unions at Stellantis, enables <ARG1>the company to reduce the number of hours worked by staff affected by the chip shortage.</ARG1>",1,1,,1,1,43,1114>>lough_fur_exploit_scheme_french,1270>>worked_hours_reduce_staff_jobs,f-937,1,"the french fur lough deal , --> the company to reduce the number of hours worked by staff affected by the chip shortage .;The French fur lough deal , --> the company to reduce the number of hours worked by staff affected by the chip shortage .; ['unicausalm']; The French furlough deal, agreed by four unions at Stellantis, enables the company to reduce the number of hours worked by staff affected by the chip shortage.",12>>french_fur_lough_deal_the,8>>by_company_hours_number_staff
